user,prob
TestA_00000,0.27077782
TestA_00001,0.32190505
TestA_00002,0.27321655
TestA_00003,0.30141154
TestA_00004,0.33478427
TestA_00005,0.28867263
TestA_00006,0.3229676
TestA_00007,0.2960017
TestA_00008,0.2801468
TestA_00009,0.28407604
TestA_00010,0.27593675
TestA_00011,0.30670702
TestA_00012,0.29988533
TestA_00013,0.34686378
TestA_00014,0.28222
TestA_00015,0.29848784
TestA_00016,0.5419913
TestA_00017,0.3038247
TestA_00018,0.5072239
TestA_00019,0.29133
TestA_00020,0.36262447
TestA_00021,0.27323774
TestA_00022,0.2770599
TestA_00023,0.30028722
TestA_00024,0.2928524
TestA_00025,0.3449356
TestA_00026,0.3249902
TestA_00027,0.30976903
TestA_00028,0.43078464
TestA_00029,0.27337265
TestA_00030,0.28571516
TestA_00031,0.3083724
TestA_00032,0.3595204
TestA_00033,0.3324506
TestA_00034,0.3269598
TestA_00035,0.29331332
TestA_00036,0.28519315
TestA_00037,0.2809709
TestA_00038,0.28288692
TestA_00039,0.29509044
TestA_00040,0.2956267
TestA_00041,0.36926478
TestA_00042,0.3073605
TestA_00043,0.28855118
TestA_00044,0.41246334
TestA_00045,0.31130192
TestA_00046,0.2815027
TestA_00047,0.3485138
TestA_00048,0.34228435
TestA_00049,0.2698505
TestA_00050,0.2786504
TestA_00051,0.4507551
TestA_00052,0.2898441
TestA_00053,0.2709474
TestA_00054,0.33995244
TestA_00055,0.40500745
TestA_00056,0.27590302
TestA_00057,0.3551152
TestA_00058,0.3148454
TestA_00059,0.29434025
TestA_00060,0.32389355
TestA_00061,0.30423826
TestA_00062,0.28866148
TestA_00063,0.28661233
TestA_00064,0.28864318
TestA_00065,0.30329096
TestA_00066,0.30349213
TestA_00067,0.27285942
TestA_00068,0.26972747
TestA_00069,0.2734424
TestA_00070,0.30366182
TestA_00071,0.2774332
TestA_00072,0.27933258
TestA_00073,0.28357026
TestA_00074,0.29674345
TestA_00075,0.28982437
TestA_00076,0.3019568
TestA_00077,0.2775413
TestA_00078,0.2776329
TestA_00079,0.28647852
TestA_00080,0.29059157
TestA_00081,0.27232155
TestA_00082,0.32055485
TestA_00083,0.29368985
TestA_00084,0.2889091
TestA_00085,0.29924506
TestA_00086,0.28515977
TestA_00087,0.29042444
TestA_00088,0.27830276
TestA_00089,0.28322744
TestA_00090,0.33920884
TestA_00091,0.28071627
TestA_00092,0.30189326
TestA_00093,0.30312675
TestA_00094,0.28116336
TestA_00095,0.28266358
TestA_00096,0.27190292
TestA_00097,0.2719933
TestA_00098,0.27455816
TestA_00099,0.5085979
TestA_00100,0.29861137
TestA_00101,0.52023625
TestA_00102,0.281281
TestA_00103,0.41219956
TestA_00104,0.32031816
TestA_00105,0.44585586
TestA_00106,0.34081927
TestA_00107,0.31191295
TestA_00108,0.28576827
TestA_00109,0.2840687
TestA_00110,0.3263743
TestA_00111,0.29122984
TestA_00112,0.29476017
TestA_00113,0.27724576
TestA_00114,0.2821493
TestA_00115,0.33920616
TestA_00116,0.30347636
TestA_00117,0.2886633
TestA_00118,0.30905804
TestA_00119,0.30126363
TestA_00120,0.3221659
TestA_00121,0.2910414
TestA_00122,0.3547146
TestA_00123,0.3809113
TestA_00124,0.2818808
TestA_00125,0.29530668
TestA_00126,0.32714224
TestA_00127,0.31652388
TestA_00128,0.2848442
TestA_00129,0.39982557
TestA_00130,0.32431704
TestA_00131,0.2909493
TestA_00132,0.30858713
TestA_00133,0.28034967
TestA_00134,0.33381972
TestA_00135,0.36716932
TestA_00136,0.27676278
TestA_00137,0.3207889
TestA_00138,0.37592047
TestA_00139,0.28497016
TestA_00140,0.3066877
TestA_00141,0.28423926
TestA_00142,0.27934745
TestA_00143,0.3554438
TestA_00144,0.29556268
TestA_00145,0.27581728
TestA_00146,0.2854357
TestA_00147,0.287802
TestA_00148,0.2883131
TestA_00149,0.34041458
TestA_00150,0.36138687
TestA_00151,0.28907263
TestA_00152,0.47006243
TestA_00153,0.27774563
TestA_00154,0.27988636
TestA_00155,0.28533426
TestA_00156,0.27313885
TestA_00157,0.32195038
TestA_00158,0.27246168
TestA_00159,0.32120132
TestA_00160,0.29417598
TestA_00161,0.29558647
TestA_00162,0.330372
TestA_00163,0.29707476
TestA_00164,0.26975587
TestA_00165,0.38982677
TestA_00166,0.2903145
TestA_00167,0.29218426
TestA_00168,0.28147632
TestA_00169,0.2711276
TestA_00170,0.34302202
TestA_00171,0.29252252
TestA_00172,0.27509204
TestA_00173,0.34779552
TestA_00174,0.27604398
TestA_00175,0.28122565
TestA_00176,0.30224583
TestA_00177,0.32141152
TestA_00178,0.2832986
TestA_00179,0.27295512
TestA_00180,0.3010342
TestA_00181,0.2984654
TestA_00182,0.31737974
TestA_00183,0.29959348
TestA_00184,0.29974487
TestA_00185,0.27435917
TestA_00186,0.28131977
TestA_00187,0.30233172
TestA_00188,0.2793583
TestA_00189,0.27778745
TestA_00190,0.3295314
TestA_00191,0.3145875
TestA_00192,0.294599
TestA_00193,0.2873711
TestA_00194,0.2850137
TestA_00195,0.3833729
TestA_00196,0.3069314
TestA_00197,0.33887956
TestA_00198,0.27267435
TestA_00199,0.29422575
TestA_00200,0.293551
TestA_00201,0.32128352
TestA_00202,0.2705174
TestA_00203,0.2931645
TestA_00204,0.32943624
TestA_00205,0.28587607
TestA_00206,0.2940739
TestA_00207,0.29874974
TestA_00208,0.2699984
TestA_00209,0.37793806
TestA_00210,0.29204953
TestA_00211,0.2838995
TestA_00212,0.28598022
TestA_00213,0.26998988
TestA_00214,0.3203718
TestA_00215,0.3439646
TestA_00216,0.33255368
TestA_00217,0.28823248
TestA_00218,0.2883251
TestA_00219,0.295585
TestA_00220,0.28841776
TestA_00221,0.32244658
TestA_00222,0.31927577
TestA_00223,0.28202325
TestA_00224,0.3587942
TestA_00225,0.27501255
TestA_00226,0.30163598
TestA_00227,0.2763896
TestA_00228,0.4975391
TestA_00229,0.27534062
TestA_00230,0.27982792
TestA_00231,0.28501478
TestA_00232,0.32210648
TestA_00233,0.31410334
TestA_00234,0.30661377
TestA_00235,0.29481655
TestA_00236,0.27020904
TestA_00237,0.3907663
TestA_00238,0.3096585
TestA_00239,0.42327607
TestA_00240,0.29148278
TestA_00241,0.3701074
TestA_00242,0.2727868
TestA_00243,0.27002853
TestA_00244,0.28554577
TestA_00245,0.35644615
TestA_00246,0.3892403
TestA_00247,0.34173143
TestA_00248,0.3784732
TestA_00249,0.28617585
TestA_00250,0.27930525
TestA_00251,0.38749158
TestA_00252,0.30680802
TestA_00253,0.37937412
TestA_00254,0.27492508
TestA_00255,0.36484158
TestA_00256,0.32483593
TestA_00257,0.29042953
TestA_00258,0.28450745
TestA_00259,0.28202307
TestA_00260,0.2758327
TestA_00261,0.3186756
TestA_00262,0.29091212
TestA_00263,0.34787977
TestA_00264,0.30329525
TestA_00265,0.3197582
TestA_00266,0.31694195
TestA_00267,0.28334382
TestA_00268,0.28954613
TestA_00269,0.29369482
TestA_00270,0.3429578
TestA_00271,0.28272325
TestA_00272,0.27456343
TestA_00273,0.2905625
TestA_00274,0.30084935
TestA_00275,0.34586215
TestA_00276,0.288609
TestA_00277,0.28034398
TestA_00278,0.27632603
TestA_00279,0.2999334
TestA_00280,0.29414633
TestA_00281,0.30668977
TestA_00282,0.28212506
TestA_00283,0.34713462
TestA_00284,0.32423937
TestA_00285,0.3104595
TestA_00286,0.47648266
TestA_00287,0.2922024
TestA_00288,0.27604094
TestA_00289,0.28508627
TestA_00290,0.32186267
TestA_00291,0.28163314
TestA_00292,0.32687393
TestA_00293,0.28994474
TestA_00294,0.54053307
TestA_00295,0.27424157
TestA_00296,0.48734093
TestA_00297,0.33489186
TestA_00298,0.49255452
TestA_00299,0.2800968
TestA_00300,0.30405936
TestA_00301,0.27208132
TestA_00302,0.30080837
TestA_00303,0.40990865
TestA_00304,0.28289407
TestA_00305,0.29290426
TestA_00306,0.28487918
TestA_00307,0.2819819
TestA_00308,0.2708382
TestA_00309,0.275066
TestA_00310,0.30392158
TestA_00311,0.3364698
TestA_00312,0.31104448
TestA_00313,0.27481982
TestA_00314,0.29241666
TestA_00315,0.276442
TestA_00316,0.2878242
TestA_00317,0.4095161
TestA_00318,0.32793134
TestA_00319,0.38909128
TestA_00320,0.37603393
TestA_00321,0.30812633
TestA_00322,0.29076272
TestA_00323,0.35622665
TestA_00324,0.2983828
TestA_00325,0.3886081
TestA_00326,0.5764873
TestA_00327,0.29925779
TestA_00328,0.28067595
TestA_00329,0.2738379
TestA_00330,0.3300757
TestA_00331,0.4186167
TestA_00332,0.30323875
TestA_00333,0.4713633
TestA_00334,0.30272844
TestA_00335,0.46844542
TestA_00336,0.3257032
TestA_00337,0.3318527
TestA_00338,0.27560005
TestA_00339,0.31926602
TestA_00340,0.30018973
TestA_00341,0.28415263
TestA_00342,0.28580186
TestA_00343,0.275527
TestA_00344,0.2741159
TestA_00345,0.2742328
TestA_00346,0.30271548
TestA_00347,0.3741916
TestA_00348,0.29953653
TestA_00349,0.37549192
TestA_00350,0.3175939
TestA_00351,0.30854985
TestA_00352,0.30268908
TestA_00353,0.30770272
TestA_00354,0.27647302
TestA_00355,0.30262786
TestA_00356,0.30672532
TestA_00357,0.3625773
TestA_00358,0.29101375
TestA_00359,0.28869873
TestA_00360,0.29995236
TestA_00361,0.4433276
TestA_00362,0.29097027
TestA_00363,0.3077367
TestA_00364,0.284152
TestA_00365,0.27628216
TestA_00366,0.27193803
TestA_00367,0.38770851
TestA_00368,0.3297612
TestA_00369,0.2952187
TestA_00370,0.27710745
TestA_00371,0.2768127
TestA_00372,0.33699316
TestA_00373,0.33273944
TestA_00374,0.34404114
TestA_00375,0.28140938
TestA_00376,0.30427104
TestA_00377,0.29767287
TestA_00378,0.29207617
TestA_00379,0.3871441
TestA_00380,0.28686082
TestA_00381,0.30241856
TestA_00382,0.29019406
TestA_00383,0.27629432
TestA_00384,0.5031262
TestA_00385,0.3673368
TestA_00386,0.27024692
TestA_00387,0.28535557
TestA_00388,0.28034753
TestA_00389,0.3322553
TestA_00390,0.28017
TestA_00391,0.29795456
TestA_00392,0.31223008
TestA_00393,0.31188786
TestA_00394,0.29112056
TestA_00395,0.33015177
TestA_00396,0.31126833
TestA_00397,0.27113917
TestA_00398,0.32962266
TestA_00399,0.37823805
TestA_00400,0.28330788
TestA_00401,0.32528067
TestA_00402,0.3645458
TestA_00403,0.34581202
TestA_00404,0.31867957
TestA_00405,0.2766037
TestA_00406,0.36001876
TestA_00407,0.5018473
TestA_00408,0.27859136
TestA_00409,0.29151747
TestA_00410,0.296765
TestA_00411,0.27041993
TestA_00412,0.32898474
TestA_00413,0.28870293
TestA_00414,0.3373975
TestA_00415,0.34295294
TestA_00416,0.30803755
TestA_00417,0.31739536
TestA_00418,0.28141725
TestA_00419,0.334041
TestA_00420,0.270392
TestA_00421,0.35621294
TestA_00422,0.27136308
TestA_00423,0.3927059
TestA_00424,0.3337474
TestA_00425,0.3499698
TestA_00426,0.28975368
TestA_00427,0.31115088
TestA_00428,0.3931856
TestA_00429,0.32556537
TestA_00430,0.36711222
TestA_00431,0.2843821
TestA_00432,0.27655888
TestA_00433,0.27835575
TestA_00434,0.2755298
TestA_00435,0.3293278
TestA_00436,0.2993407
TestA_00437,0.28510836
TestA_00438,0.27904537
TestA_00439,0.30183595
TestA_00440,0.29788336
TestA_00441,0.31026176
TestA_00442,0.27816007
TestA_00443,0.28940752
TestA_00444,0.3138305
TestA_00445,0.34035084
TestA_00446,0.29764557
TestA_00447,0.3041316
TestA_00448,0.28416488
TestA_00449,0.31066155
TestA_00450,0.2785699
TestA_00451,0.31243286
TestA_00452,0.41584435
TestA_00453,0.33900657
TestA_00454,0.3043818
TestA_00455,0.2943492
TestA_00456,0.30747733
TestA_00457,0.28712958
TestA_00458,0.27272546
TestA_00459,0.3226715
TestA_00460,0.49952295
TestA_00461,0.2796411
TestA_00462,0.30966088
TestA_00463,0.35205472
TestA_00464,0.3621748
TestA_00465,0.31395543
TestA_00466,0.27997917
TestA_00467,0.2839029
TestA_00468,0.29161787
TestA_00469,0.290145
TestA_00470,0.3547841
TestA_00471,0.28313038
TestA_00472,0.3936454
TestA_00473,0.44749346
TestA_00474,0.28703693
TestA_00475,0.28150183
TestA_00476,0.37019315
TestA_00477,0.27133995
TestA_00478,0.2838228
TestA_00479,0.37128985
TestA_00480,0.43801185
TestA_00481,0.27955762
TestA_00482,0.2965443
TestA_00483,0.29574993
TestA_00484,0.32049742
TestA_00485,0.27501512
TestA_00486,0.2933123
TestA_00487,0.3003363
TestA_00488,0.291613
TestA_00489,0.28323242
TestA_00490,0.29229224
TestA_00491,0.44723865
TestA_00492,0.31188643
TestA_00493,0.28228655
TestA_00494,0.28101727
TestA_00495,0.4101387
TestA_00496,0.2943435
TestA_00497,0.38404047
TestA_00498,0.2785762
TestA_00499,0.29901576
TestA_00500,0.30189192
TestA_00501,0.26959768
TestA_00502,0.29348385
TestA_00503,0.3741296
TestA_00504,0.2814163
TestA_00505,0.32762247
TestA_00506,0.39946565
TestA_00507,0.2693433
TestA_00508,0.2900903
TestA_00509,0.39441597
TestA_00510,0.29053098
TestA_00511,0.39326587
TestA_00512,0.3743409
TestA_00513,0.28796706
TestA_00514,0.33591107
TestA_00515,0.29532453
TestA_00516,0.28118566
TestA_00517,0.3098792
TestA_00518,0.31131065
TestA_00519,0.30016884
TestA_00520,0.26935723
TestA_00521,0.31245643
TestA_00522,0.32182938
TestA_00523,0.3240994
TestA_00524,0.2716321
TestA_00525,0.30296025
TestA_00526,0.28155938
TestA_00527,0.29386955
TestA_00528,0.2950924
TestA_00529,0.27013677
TestA_00530,0.3177212
TestA_00531,0.3049181
TestA_00532,0.29635978
TestA_00533,0.44169647
TestA_00534,0.27866802
TestA_00535,0.32276896
TestA_00536,0.30080405
TestA_00537,0.3547181
TestA_00538,0.28413922
TestA_00539,0.27615866
TestA_00540,0.30140075
TestA_00541,0.2896153
TestA_00542,0.2871689
TestA_00543,0.30396777
TestA_00544,0.30200303
