user,prob
TestA_00000,0.27594072
TestA_00001,0.32190505
TestA_00002,0.2716345
TestA_00003,0.30796716
TestA_00004,0.33478427
TestA_00005,0.2853726
TestA_00006,0.35227433
TestA_00007,0.29332682
TestA_00008,0.2801468
TestA_00009,0.28440195
TestA_00010,0.2778923
TestA_00011,0.33416638
TestA_00012,0.3027969
TestA_00013,0.34686378
TestA_00014,0.27831408
TestA_00015,0.29570103
TestA_00016,0.48476386
TestA_00017,0.28361082
TestA_00018,0.4532706
TestA_00019,0.29133
TestA_00020,0.36262447
TestA_00021,0.27162606
TestA_00022,0.27920938
TestA_00023,0.30318636
TestA_00024,0.2928524
TestA_00025,0.39591742
TestA_00026,0.35903418
TestA_00027,0.40213197
TestA_00028,0.49257717
TestA_00029,0.2744421
TestA_00030,0.2863752
TestA_00031,0.31249124
TestA_00032,0.30914488
TestA_00033,0.45768508
TestA_00034,0.30297288
TestA_00035,0.29331332
TestA_00036,0.2825321
TestA_00037,0.27716026
TestA_00038,0.28288692
TestA_00039,0.29509044
TestA_00040,0.295864
TestA_00041,0.35485965
TestA_00042,0.30115238
TestA_00043,0.28293234
TestA_00044,0.3695249
TestA_00045,0.31130192
TestA_00046,0.30313328
TestA_00047,0.34110767
TestA_00048,0.31056052
TestA_00049,0.27140853
TestA_00050,0.289186
TestA_00051,0.41966102
TestA_00052,0.2898441
TestA_00053,0.27310598
TestA_00054,0.32652798
TestA_00055,0.35592404
TestA_00056,0.27419186
TestA_00057,0.3159037
TestA_00058,0.30057094
TestA_00059,0.29418716
TestA_00060,0.32389355
TestA_00061,0.29337844
TestA_00062,0.31125566
TestA_00063,0.29480657
TestA_00064,0.29607075
TestA_00065,0.3403181
TestA_00066,0.28851646
TestA_00067,0.27159014
TestA_00068,0.27135935
TestA_00069,0.27452707
TestA_00070,0.29265097
TestA_00071,0.27910447
TestA_00072,0.28491062
TestA_00073,0.2855662
TestA_00074,0.3469563
TestA_00075,0.28982437
TestA_00076,0.2903875
TestA_00077,0.27801916
TestA_00078,0.27218807
TestA_00079,0.2822084
TestA_00080,0.28820464
TestA_00081,0.2744469
TestA_00082,0.32055485
TestA_00083,0.29368985
TestA_00084,0.354927
TestA_00085,0.29539162
TestA_00086,0.2902983
TestA_00087,0.2908006
TestA_00088,0.2827942
TestA_00089,0.28322744
TestA_00090,0.33920884
TestA_00091,0.28233
TestA_00092,0.31001502
TestA_00093,0.36808324
TestA_00094,0.27708974
TestA_00095,0.28266358
TestA_00096,0.27050123
TestA_00097,0.2745593
TestA_00098,0.27455816
TestA_00099,0.4965833
TestA_00100,0.29689872
TestA_00101,0.52023625
TestA_00102,0.2805144
TestA_00103,0.38374686
TestA_00104,0.35347703
TestA_00105,0.40441746
TestA_00106,0.34181413
TestA_00107,0.3440799
TestA_00108,0.3018351
TestA_00109,0.30930924
TestA_00110,0.32283688
TestA_00111,0.29122984
TestA_00112,0.32762927
TestA_00113,0.27724576
TestA_00114,0.2753399
TestA_00115,0.32088795
TestA_00116,0.29482564
TestA_00117,0.288954
TestA_00118,0.29279155
TestA_00119,0.30821183
TestA_00120,0.3064185
TestA_00121,0.28067788
TestA_00122,0.3384212
TestA_00123,0.35569802
TestA_00124,0.29045308
TestA_00125,0.30240336
TestA_00126,0.31593955
TestA_00127,0.32646275
TestA_00128,0.27629346
TestA_00129,0.3524194
TestA_00130,0.33071846
TestA_00131,0.2909493
TestA_00132,0.30858713
TestA_00133,0.28113106
TestA_00134,0.31992495
TestA_00135,0.36716932
TestA_00136,0.27312407
TestA_00137,0.29896334
TestA_00138,0.46086612
TestA_00139,0.27947843
TestA_00140,0.34619522
TestA_00141,0.28311673
TestA_00142,0.28354305
TestA_00143,0.39481974
TestA_00144,0.29556268
TestA_00145,0.27868575
TestA_00146,0.28463686
TestA_00147,0.287802
TestA_00148,0.2883131
TestA_00149,0.34041458
TestA_00150,0.3854741
TestA_00151,0.28907263
TestA_00152,0.55227745
TestA_00153,0.27804175
TestA_00154,0.27971926
TestA_00155,0.29439896
TestA_00156,0.27271092
TestA_00157,0.31897685
TestA_00158,0.27246168
TestA_00159,0.3549243
TestA_00160,0.28660443
TestA_00161,0.28936285
TestA_00162,0.31769925
TestA_00163,0.29741636
TestA_00164,0.27058345
TestA_00165,0.41380775
TestA_00166,0.2799788
TestA_00167,0.2824714
TestA_00168,0.29332703
TestA_00169,0.27151892
TestA_00170,0.34302202
TestA_00171,0.2853221
TestA_00172,0.27823097
TestA_00173,0.34779552
TestA_00174,0.27918676
TestA_00175,0.28122565
TestA_00176,0.2893373
TestA_00177,0.36557502
TestA_00178,0.30032313
TestA_00179,0.27212232
TestA_00180,0.30184168
TestA_00181,0.29102588
