user,prob
TestA_00000,9.567843589001517e-06
TestA_00001,0.00014064333689350647
TestA_00002,7.643245498467922e-06
TestA_00003,8.742379396450204e-06
TestA_00004,6.062696634650803e-05
TestA_00005,1.83209783025319e-05
TestA_00006,2.6726512401145702e-05
TestA_00007,3.583456666776668e-06
TestA_00008,1.5662738588878375e-05
TestA_00009,8.02851980712304e-06
TestA_00010,7.96057143463425e-06
TestA_00011,2.8716726289189015e-05
TestA_00012,3.976982438400298e-07
TestA_00013,4.9031858882751025e-05
TestA_00014,8.41822743358744e-06
TestA_00015,3.317300141723674e-05
TestA_00016,2.9547150988568975e-05
TestA_00017,1.2004918254448249e-05
TestA_00018,4.6779661866559685e-06
TestA_00019,3.1650862253632545e-05
TestA_00020,1.5913963612188976e-05
TestA_00021,1.8289661974678526e-06
TestA_00022,1.916077102599876e-06
TestA_00023,1.2891747544499646e-05
TestA_00024,0.0001774980959231516
TestA_00025,3.6841951023554934e-06
TestA_00026,7.343398000560485e-06
TestA_00027,5.448327242667986e-05
TestA_00028,4.182867164056377e-06
TestA_00029,4.062780704118831e-06
TestA_00030,7.364314539015721e-06
TestA_00031,0.00010185240001708246
TestA_00032,2.1047302683314997e-05
TestA_00033,3.584970051577225e-06
TestA_00034,0.00018308528372320743
TestA_00035,8.190748207117217e-05
TestA_00036,4.113711169285161e-06
TestA_00037,1.9555634253335445e-05
TestA_00038,0.00023335315838504583
TestA_00039,0.00012572778854038434
TestA_00040,5.842669110467584e-06
TestA_00041,1.6778295932054626e-06
TestA_00042,1.928280861125139e-05
TestA_00043,6.5263063317434e-06
TestA_00044,4.251341181481736e-05
TestA_00045,7.032355227222073e-06
TestA_00046,4.792687935607484e-06
TestA_00047,3.488135392405023e-06
TestA_00048,4.164076142687774e-06
TestA_00049,9.093671713586149e-05
TestA_00050,2.39329730391635e-05
TestA_00051,6.039305746516308e-06
TestA_00052,0.0002289630381576189
TestA_00053,1.7929828273173393e-05
TestA_00054,1.2953615675103936e-05
TestA_00055,0.0001436956153494334
TestA_00056,0.00026015138605442787
TestA_00057,5.741758862217274e-06
TestA_00058,7.38436198377546e-06
TestA_00059,5.7257835588035515e-06
TestA_00060,7.824647295491966e-05
TestA_00061,4.801875262269692e-06
TestA_00062,0.00018979400382414374
TestA_00063,1.1280993052296409e-05
TestA_00064,0.00033500004914660227
TestA_00065,5.7469993704814606e-06
TestA_00066,5.413363861565102e-07
TestA_00067,2.0009560536648843e-05
TestA_00068,5.2808383280748875e-06
TestA_00069,2.5588742482472984e-06
TestA_00070,8.219845620762834e-05
TestA_00071,9.10336654960168e-06
TestA_00072,3.411399926970325e-06
TestA_00073,1.8444064914390573e-05
TestA_00074,3.696289128984717e-06
TestA_00075,2.3286560860009718e-05
TestA_00076,6.231651725224653e-06
TestA_00077,1.9184187635726802e-05
TestA_00078,1.3922870548750499e-06
TestA_00079,1.4997312438080383e-05
TestA_00080,3.441455544253024e-06
TestA_00081,3.4482214142732734e-06
TestA_00082,0.00027543057277745444
TestA_00083,9.052456628746932e-06
TestA_00084,3.299211747458256e-05
TestA_00085,5.837504687367462e-06
TestA_00086,1.8906109137596277e-06
TestA_00087,0.00010195234988896016
TestA_00088,3.800876748381352e-06
TestA_00089,2.878739267892022e-06
TestA_00090,6.724905789312759e-06
TestA_00091,5.643364863770149e-06
TestA_00092,1.826936809860305e-05
TestA_00093,2.956162962935117e-06
TestA_00094,4.216895261170634e-05
TestA_00095,9.216815324819506e-05
TestA_00096,9.041779062784642e-05
TestA_00097,2.0991119170547565e-05
TestA_00098,5.399378173177174e-06
TestA_00099,3.3765417437017233e-06
TestA_00100,6.6147396361712825e-06
TestA_00101,1.5831882274061804e-05
TestA_00102,3.998809267346329e-06
TestA_00103,4.821538695015515e-06
TestA_00104,7.906795665205175e-06
TestA_00105,7.1506854087701355e-06
TestA_00106,7.116197845703453e-07
TestA_00107,0.00018595102645445983
TestA_00108,2.4381853237470047e-06
TestA_00109,5.862015136633331e-06
TestA_00110,1.3929315248873725e-05
TestA_00111,0.00021344306272710894
TestA_00112,7.380361991387865e-06
TestA_00113,5.201013469832457e-06
TestA_00114,2.004978205678468e-06
TestA_00115,2.8606439018898163e-06
TestA_00116,7.189285405431623e-06
TestA_00117,3.529775444560626e-05
TestA_00118,1.784184116381533e-06
TestA_00119,2.889422202682679e-05
TestA_00120,2.1519886788144417e-05
TestA_00121,7.218247603547451e-06
TestA_00122,1.3929315248873725e-05
TestA_00123,1.4233873441005697e-05
TestA_00124,1.0731784161227623e-05
TestA_00125,0.0007599144236068135
TestA_00126,3.652283578865019e-06
TestA_00127,0.0001108136860651654
TestA_00128,1.2970959817872479e-05
TestA_00129,3.165758518164631e-06
TestA_00130,4.780967447450256e-06
TestA_00131,1.1559047361626222e-05
TestA_00132,7.1209410341613355e-06
TestA_00133,1.756749939085855e-05
TestA_00134,1.826936809860305e-05
TestA_00135,0.0004620977155645888
TestA_00136,2.0084691941640387e-06
TestA_00137,3.7213312691186447e-07
TestA_00138,3.1035325752228054e-06
TestA_00139,3.5309447437797283e-06
TestA_00140,9.700895436314374e-06
TestA_00141,3.2256065228649924e-07
TestA_00142,5.904832081867289e-05
TestA_00143,2.063920593024965e-05
TestA_00144,3.6165414758910576e-05
TestA_00145,2.1736189968235537e-06
TestA_00146,5.692647173744375e-06
TestA_00147,6.80400638142688e-06
TestA_00148,8.690986814204427e-05
TestA_00149,7.423333670797752e-06
TestA_00150,7.454906628876092e-06
TestA_00151,3.605570883063355e-06
TestA_00152,0.0003353502951079651
TestA_00153,1.6476809273002851e-06
TestA_00154,0.00040761022501382445
TestA_00155,6.931602922422026e-07
TestA_00156,9.182262309067922e-05
TestA_00157,8.446579316611626e-06
TestA_00158,6.46032831036942e-05
TestA_00159,1.2379784217897695e-05
TestA_00160,2.9547150988568975e-05
TestA_00161,1.1370327517387712e-05
TestA_00162,3.274468566240488e-05
TestA_00163,0.00019535003503854423
TestA_00164,2.218887239282084e-06
TestA_00165,3.942060341007033e-06
TestA_00166,7.513145161977156e-05
TestA_00167,8.598703848019643e-06
TestA_00168,3.356628131463416e-06
TestA_00169,9.034172839758543e-06
TestA_00170,0.0001146570728558851
TestA_00171,1.614631497248477e-05
TestA_00172,6.159953480405653e-06
TestA_00173,8.069012253969504e-05
TestA_00174,8.037411965510303e-05
