user,prob
TestA_00000,0.28320065
TestA_00001,0.32190505
TestA_00002,0.27997816
TestA_00003,0.35046828
TestA_00004,0.33478427
TestA_00005,0.30390504
TestA_00006,0.33750144
TestA_00007,0.31284055
TestA_00008,0.2801468
TestA_00009,0.3039127
TestA_00010,0.29447132
TestA_00011,0.33121523
TestA_00012,0.3274291
TestA_00013,0.34686378
TestA_00014,0.29566437
TestA_00015,0.32109484
TestA_00016,0.4990139
TestA_00017,0.3180696
TestA_00018,0.46938676
TestA_00019,0.29133
TestA_00020,0.36262447
TestA_00021,0.28151137
TestA_00022,0.29669634
TestA_00023,0.32689166
TestA_00024,0.2928524
TestA_00025,0.36950073
TestA_00026,0.35691088
TestA_00027,0.3650329
TestA_00028,0.44667238
TestA_00029,0.2828978
TestA_00030,0.30699003
TestA_00031,0.3348146
TestA_00032,0.3628626
TestA_00033,0.38699523
TestA_00034,0.36886287
TestA_00035,0.29331332
TestA_00036,0.30261037
TestA_00037,0.3088017
TestA_00038,0.28288692
TestA_00039,0.29509044
TestA_00040,0.32643792
TestA_00041,0.36720672
TestA_00042,0.32448637
TestA_00043,0.30532068
TestA_00044,0.39040953
TestA_00045,0.31130192
TestA_00046,0.30758804
TestA_00047,0.35093516
TestA_00048,0.34364477
TestA_00049,0.2797264
TestA_00050,0.30555624
TestA_00051,0.44269896
TestA_00052,0.2898441
TestA_00053,0.28486773
TestA_00054,0.3656597
TestA_00055,0.3720993
TestA_00056,0.28596383
TestA_00057,0.34316382
TestA_00058,0.32702255
TestA_00059,0.3164308
TestA_00060,0.32389355
TestA_00061,0.3196062
TestA_00062,0.32110044
TestA_00063,0.3282803
TestA_00064,0.3218756
TestA_00065,0.34253904
TestA_00066,0.30838388
TestA_00067,0.2822874
TestA_00068,0.27796537
TestA_00069,0.2888159
TestA_00070,0.31365898
TestA_00071,0.2954849
TestA_00072,0.31072173
TestA_00073,0.3035171
TestA_00074,0.3485603
TestA_00075,0.28982437
TestA_00076,0.33183676
TestA_00077,0.29137892
TestA_00078,0.29456666
TestA_00079,0.30089384
TestA_00080,0.31507564
TestA_00081,0.28787076
TestA_00082,0.32055485
TestA_00083,0.29368985
TestA_00084,0.34980202
TestA_00085,0.31961778
TestA_00086,0.30600375
TestA_00087,0.3117723
TestA_00088,0.30478618
TestA_00089,0.28322744
TestA_00090,0.33920884
TestA_00091,0.30272433
TestA_00092,0.32653055
TestA_00093,0.37374288
TestA_00094,0.29172683
TestA_00095,0.28266358
TestA_00096,0.27884415
TestA_00097,0.28916195
TestA_00098,0.27455816
TestA_00099,0.49366653
TestA_00100,0.31863195
TestA_00101,0.52023625
TestA_00102,0.2975658
TestA_00103,0.38881418
TestA_00104,0.35879222
TestA_00105,0.44240764
TestA_00106,0.38278738
TestA_00107,0.32880455
TestA_00108,0.31873128
TestA_00109,0.31385377
TestA_00110,0.35034484
TestA_00111,0.29122984
TestA_00112,0.33111212
TestA_00113,0.27724576
TestA_00114,0.28964573
TestA_00115,0.3691384
TestA_00116,0.3277511
TestA_00117,0.31218898
TestA_00118,0.31356257
TestA_00119,0.32667628
TestA_00120,0.336931
TestA_00121,0.29681987
TestA_00122,0.3630529
TestA_00123,0.39988688
TestA_00124,0.30881378
TestA_00125,0.32622784
TestA_00126,0.34597182
TestA_00127,0.35044226
TestA_00128,0.2912517
TestA_00129,0.403592
TestA_00130,0.3561742
TestA_00131,0.2909493
TestA_00132,0.30858713
TestA_00133,0.30054715
TestA_00134,0.34967887
TestA_00135,0.36716932
TestA_00136,0.28503722
TestA_00137,0.33221334
TestA_00138,0.41564885
TestA_00139,0.2983489
TestA_00140,0.3510394
TestA_00141,0.30253366
TestA_00142,0.30440533
TestA_00143,0.37302825
TestA_00144,0.29556268
TestA_00145,0.29665542
TestA_00146,0.3100858
TestA_00147,0.287802
TestA_00148,0.2883131
TestA_00149,0.34041458
TestA_00150,0.37873566
TestA_00151,0.28907263
TestA_00152,0.45705596
TestA_00153,0.29004675
TestA_00154,0.29408994
TestA_00155,0.3223035
TestA_00156,0.28313017
TestA_00157,0.34488222
TestA_00158,0.27246168
TestA_00159,0.35592788
TestA_00160,0.31672555
TestA_00161,0.31395385
TestA_00162,0.33963665
TestA_00163,0.320989
TestA_00164,0.27947587
TestA_00165,0.40181008
TestA_00166,0.29637167
TestA_00167,0.30053595
TestA_00168,0.32308263
TestA_00169,0.2821134
TestA_00170,0.34302202
TestA_00171,0.30964646
TestA_00172,0.29308033
TestA_00173,0.34779552
TestA_00174,0.29372394
TestA_00175,0.28122565
TestA_00176,0.33780685
TestA_00177,0.36369944
TestA_00178,0.31001103
TestA_00179,0.2880007
TestA_00180,0.33291435
TestA_00181,0.31348175
TestA_00182,0.31737974
TestA_00183,0.33108145
TestA_00184,0.31112325
TestA_00185,0.28951603
TestA_00186,0.3015206
TestA_00187,0.31722784
TestA_00188,0.31428644
TestA_00189,0.3054743
TestA_00190,0.3357834
TestA_00191,0.3222771
TestA_00192,0.31419104
TestA_00193,0.32760933
TestA_00194,0.3132797
TestA_00195,0.34379044
TestA_00196,0.3253969
TestA_00197,0.36492535
TestA_00198,0.28757152
TestA_00199,0.31273967
TestA_00200,0.32195458
TestA_00201,0.33871812
TestA_00202,0.2705174
TestA_00203,0.30711573
TestA_00204,0.32943624
TestA_00205,0.28587607
TestA_00206,0.31259608
TestA_00207,0.29874974
TestA_00208,0.28131077
TestA_00209,0.36836082
TestA_00210,0.30827627
TestA_00211,0.3158282
TestA_00212,0.31226167
TestA_00213,0.2787904
TestA_00214,0.33877546
TestA_00215,0.39001873
TestA_00216,0.37228084
TestA_00217,0.32823378
TestA_00218,0.2979169
TestA_00219,0.33950928
TestA_00220,0.30046573
TestA_00221,0.34689793
TestA_00222,0.32227662
