user,op_type,op_mode,op_device,ip,net_type,channel,ip_3,tm_diff
36517,b26bc49195bd79cf,87ee0bdf333a54da,92dc8b3f9a9ea13b,bbb0af60b941370b,116a2503b987ea81,4e1ff124e1e6adc8,1e46c177cd9d539a,985102
36517,b26bc49195bd79cf,87ee0bdf333a54da,92dc8b3f9a9ea13b,bbb0af60b941370b,116a2503b987ea81,4e1ff124e1e6adc8,1e46c177cd9d539a,985101
36517,b26bc49195bd79cf,87ee0bdf333a54da,92dc8b3f9a9ea13b,bbb0af60b941370b,116a2503b987ea81,4e1ff124e1e6adc8,1e46c177cd9d539a,985103
36517,b26bc49195bd79cf,87ee0bdf333a54da,92dc8b3f9a9ea13b,bbb0af60b941370b,116a2503b987ea81,4e1ff124e1e6adc8,1e46c177cd9d539a,985106
36517,b26bc49195bd79cf,87ee0bdf333a54da,92dc8b3f9a9ea13b,bbb0af60b941370b,116a2503b987ea81,4e1ff124e1e6adc8,1e46c177cd9d539a,985121
36517,b26bc49195bd79cf,87ee0bdf333a54da,92dc8b3f9a9ea13b,bbb0af60b941370b,116a2503b987ea81,4e1ff124e1e6adc8,1e46c177cd9d539a,1072814
36517,b26bc49195bd79cf,87ee0bdf333a54da,92dc8b3f9a9ea13b,bbb0af60b941370b,116a2503b987ea81,4e1ff124e1e6adc8,1e46c177cd9d539a,1072813
36517,b26bc49195bd79cf,87ee0bdf333a54da,92dc8b3f9a9ea13b,bbb0af60b941370b,116a2503b987ea81,4e1ff124e1e6adc8,1e46c177cd9d539a,1072815
36517,b26bc49195bd79cf,87ee0bdf333a54da,92dc8b3f9a9ea13b,51278c9d66de6174,116a2503b987ea81,4e1ff124e1e6adc8,de51dd2ff5476ff1,727360
36517,af1d68e0408f5148,af1d68e0408f5148,92dc8b3f9a9ea13b,51278c9d66de6174,net_type_nan,8adb3dcfea9dcf5e,de51dd2ff5476ff1,727338
36517,b26bc49195bd79cf,87ee0bdf333a54da,92dc8b3f9a9ea13b,51278c9d66de6174,116a2503b987ea81,4e1ff124e1e6adc8,de51dd2ff5476ff1,727338
36517,b26bc49195bd79cf,87ee0bdf333a54da,92dc8b3f9a9ea13b,51278c9d66de6174,116a2503b987ea81,4e1ff124e1e6adc8,de51dd2ff5476ff1,727337
36517,b26bc49195bd79cf,87ee0bdf333a54da,92dc8b3f9a9ea13b,51278c9d66de6174,116a2503b987ea81,4e1ff124e1e6adc8,de51dd2ff5476ff1,727342
36517,b88ed7c755c15ecb,b88ed7c755c15ecb,op_device_nan,51278c9d66de6174,net_type_nan,8adb3dcfea9dcf5e,de51dd2ff5476ff1,727389
36517,af1d68e0408f5148,af1d68e0408f5148,92dc8b3f9a9ea13b,957cf795f3bc0b93,net_type_nan,8adb3dcfea9dcf5e,9ae9d29103078b5c,298116
36517,b26bc49195bd79cf,87ee0bdf333a54da,92dc8b3f9a9ea13b,957cf795f3bc0b93,116a2503b987ea81,4e1ff124e1e6adc8,9ae9d29103078b5c,298114
36517,b26bc49195bd79cf,87ee0bdf333a54da,92dc8b3f9a9ea13b,957cf795f3bc0b93,116a2503b987ea81,4e1ff124e1e6adc8,9ae9d29103078b5c,298116
36517,b26bc49195bd79cf,87ee0bdf333a54da,92dc8b3f9a9ea13b,957cf795f3bc0b93,116a2503b987ea81,4e1ff124e1e6adc8,9ae9d29103078b5c,298115
36517,b26bc49195bd79cf,87ee0bdf333a54da,92dc8b3f9a9ea13b,957cf795f3bc0b93,116a2503b987ea81,4e1ff124e1e6adc8,9ae9d29103078b5c,298120
36517,b26bc49195bd79cf,87ee0bdf333a54da,92dc8b3f9a9ea13b,957cf795f3bc0b93,116a2503b987ea81,4e1ff124e1e6adc8,9ae9d29103078b5c,298137
36517,b26bc49195bd79cf,87ee0bdf333a54da,92dc8b3f9a9ea13b,bbb0af60b941370b,116a2503b987ea81,4e1ff124e1e6adc8,1e46c177cd9d539a,985259
36517,b26bc49195bd79cf,87ee0bdf333a54da,92dc8b3f9a9ea13b,bbb0af60b941370b,116a2503b987ea81,4e1ff124e1e6adc8,1e46c177cd9d539a,985262
36517,35bc52dd67f3457c,9698d2ce0bae124b,92dc8b3f9a9ea13b,bbb0af60b941370b,b2e7fa260df4998d,1b1caf20bfafadf7,1e46c177cd9d539a,985324
36517,af1d68e0408f5148,af1d68e0408f5148,92dc8b3f9a9ea13b,bbb0af60b941370b,net_type_nan,8adb3dcfea9dcf5e,1e46c177cd9d539a,1072815
36517,af1d68e0408f5148,af1d68e0408f5148,92dc8b3f9a9ea13b,bbb0af60b941370b,net_type_nan,8adb3dcfea9dcf5e,1e46c177cd9d539a,1072821
36517,b88ed7c755c15ecb,b88ed7c755c15ecb,op_device_nan,bbb0af60b941370b,net_type_nan,8adb3dcfea9dcf5e,1e46c177cd9d539a,1072874
36517,b88ed7c755c15ecb,b88ed7c755c15ecb,op_device_nan,bbb0af60b941370b,net_type_nan,8adb3dcfea9dcf5e,1e46c177cd9d539a,1072975
36517,b88ed7c755c15ecb,b88ed7c755c15ecb,op_device_nan,bbb0af60b941370b,net_type_nan,8adb3dcfea9dcf5e,1e46c177cd9d539a,1072995
36517,b88ed7c755c15ecb,b88ed7c755c15ecb,op_device_nan,bbb0af60b941370b,net_type_nan,8adb3dcfea9dcf5e,1e46c177cd9d539a,1072984
36517,b88ed7c755c15ecb,b88ed7c755c15ecb,op_device_nan,bbb0af60b941370b,net_type_nan,8adb3dcfea9dcf5e,1e46c177cd9d539a,1073021
36517,a6b741066e7e6409,a6b741066e7e6409,op_device_nan,bbb0af60b941370b,net_type_nan,8adb3dcfea9dcf5e,1e46c177cd9d539a,1073111
36517,b88ed7c755c15ecb,b88ed7c755c15ecb,op_device_nan,bbb0af60b941370b,net_type_nan,8adb3dcfea9dcf5e,1e46c177cd9d539a,1073133
36517,b26bc49195bd79cf,87ee0bdf333a54da,92dc8b3f9a9ea13b,5b0a8b3f521beb92,116a2503b987ea81,4e1ff124e1e6adc8,1e46c177cd9d539a,1267621
36517,b26bc49195bd79cf,87ee0bdf333a54da,92dc8b3f9a9ea13b,5b0a8b3f521beb92,116a2503b987ea81,4e1ff124e1e6adc8,1e46c177cd9d539a,1267613
36517,af1d68e0408f5148,af1d68e0408f5148,92dc8b3f9a9ea13b,5b0a8b3f521beb92,net_type_nan,8adb3dcfea9dcf5e,1e46c177cd9d539a,1267613
36517,b26bc49195bd79cf,87ee0bdf333a54da,92dc8b3f9a9ea13b,5b0a8b3f521beb92,116a2503b987ea81,4e1ff124e1e6adc8,1e46c177cd9d539a,1267623
36517,35bc52dd67f3457c,9698d2ce0bae124b,92dc8b3f9a9ea13b,5b0a8b3f521beb92,b2e7fa260df4998d,1b1caf20bfafadf7,1e46c177cd9d539a,1267664
36517,af1d68e0408f5148,af1d68e0408f5148,92dc8b3f9a9ea13b,5b0a8b3f521beb92,net_type_nan,8adb3dcfea9dcf5e,1e46c177cd9d539a,1267623
36517,af1d68e0408f5148,af1d68e0408f5148,92dc8b3f9a9ea13b,5b0a8b3f521beb92,net_type_nan,8adb3dcfea9dcf5e,1e46c177cd9d539a,1267722
36517,b26bc49195bd79cf,87ee0bdf333a54da,92dc8b3f9a9ea13b,5b0a8b3f521beb92,116a2503b987ea81,4e1ff124e1e6adc8,1e46c177cd9d539a,1267717
36517,35bc52dd67f3457c,9698d2ce0bae124b,op_device_nan,,b2e7fa260df4998d,4e1ff124e1e6adc8,,1073191
36517,b26bc49195bd79cf,87ee0bdf333a54da,92dc8b3f9a9ea13b,bbb0af60b941370b,116a2503b987ea81,4e1ff124e1e6adc8,1e46c177cd9d539a,1072820
36517,b26bc49195bd79cf,87ee0bdf333a54da,92dc8b3f9a9ea13b,bbb0af60b941370b,116a2503b987ea81,4e1ff124e1e6adc8,1e46c177cd9d539a,1072823
36517,35bc52dd67f3457c,9698d2ce0bae124b,op_device_nan,,b2e7fa260df4998d,4e1ff124e1e6adc8,,1072962
36517,35bc52dd67f3457c,9698d2ce0bae124b,op_device_nan,,b2e7fa260df4998d,4e1ff124e1e6adc8,,1073007
36517,35bc52dd67f3457c,9698d2ce0bae124b,op_device_nan,,b2e7fa260df4998d,4e1ff124e1e6adc8,,1073152
36517,af1d68e0408f5148,af1d68e0408f5148,92dc8b3f9a9ea13b,bbb0af60b941370b,net_type_nan,8adb3dcfea9dcf5e,1e46c177cd9d539a,985102
36517,b88ed7c755c15ecb,b88ed7c755c15ecb,op_device_nan,bbb0af60b941370b,net_type_nan,8adb3dcfea9dcf5e,1e46c177cd9d539a,985150
36517,af1d68e0408f5148,af1d68e0408f5148,92dc8b3f9a9ea13b,bbb0af60b941370b,net_type_nan,8adb3dcfea9dcf5e,1e46c177cd9d539a,985252
