user,prob
TestA_00000,0.07571204969866495
TestA_00001,0.29675282808120323
TestA_00002,0.029155848613455167
TestA_00003,0.3277209487906623
TestA_00004,0.33883192631393444
TestA_00005,0.14659005449508888
TestA_00006,0.39737977924836876
TestA_00007,0.2940944675223095
TestA_00008,0.17267194165141506
TestA_00009,0.21077449433484677
TestA_00010,0.15201220413964603
TestA_00011,0.4569666817745221
TestA_00012,0.22485777366258952
TestA_00013,0.300683340218909
TestA_00014,0.22115035291531385
TestA_00015,0.21968990090628238
TestA_00016,0.4657407966820959
TestA_00017,0.12484411148083117
TestA_00018,0.4682853803453236
TestA_00019,0.2347158819766109
TestA_00020,0.35182374632053826
TestA_00021,0.0963809413458652
TestA_00022,0.3314376204500811
TestA_00023,0.261216392022364
TestA_00024,0.2485305582756208
TestA_00025,0.44321711745713077
TestA_00026,0.3178414200188921
TestA_00027,0.628541073495019
TestA_00028,0.47191772719533365
TestA_00029,0.12941015482843435
TestA_00030,0.13898635823456795
TestA_00031,0.35371798500959606
TestA_00032,0.3868144532027658
TestA_00033,0.39515577242465055
TestA_00034,0.38476309593956576
TestA_00035,0.24320432453036955
TestA_00036,0.20405121549474872
TestA_00037,0.22986566957767612
TestA_00038,0.19339659846587895
TestA_00039,0.3394333514297089
TestA_00040,0.30523411628800745
TestA_00041,0.33874370589942226
TestA_00042,0.3058842809213097
TestA_00043,0.2545881531181938
TestA_00044,0.42041616812801175
TestA_00045,0.4048970742774368
TestA_00046,0.11364197048212163
TestA_00047,0.34091135352547974
TestA_00048,0.3493905212911294
TestA_00049,0.08890130069483601
TestA_00050,0.18517550332422292
TestA_00051,0.45084410545510933
TestA_00052,0.19958247596641213
TestA_00053,0.024472581451249423
TestA_00054,0.3556080365200355
TestA_00055,0.41853624490013075
TestA_00056,0.06280412886415403
TestA_00057,0.36344633534800647
TestA_00058,0.39080926602134886
TestA_00059,0.27605325184587526
TestA_00060,0.3650866499933123
TestA_00061,0.26970689498217193
TestA_00062,0.29248653654639684
TestA_00063,0.24596966944452642
TestA_00064,0.20288973710409178
TestA_00065,0.30593480280508795
TestA_00066,0.1374058805069764
TestA_00067,0.014532785593625407
TestA_00068,0.0023092007463793654
TestA_00069,0.24561447973529418
TestA_00070,0.22373358426589843
TestA_00071,0.2354597262486266
TestA_00072,0.23147829468661724
TestA_00073,0.23400988850207197
TestA_00074,0.3882941386277353
TestA_00075,0.24257391354240976
TestA_00076,0.40850148805489134
TestA_00077,0.27684134523443005
TestA_00078,0.29516054555855287
TestA_00079,0.190089612489197
TestA_00080,0.2765517841167897
TestA_00081,0.30006479261739133
TestA_00082,0.2661259791102455
TestA_00083,0.19042570050353866
TestA_00084,0.18099450668142456
TestA_00085,0.28092973681823413
TestA_00086,0.20392896597470878
TestA_00087,0.16563799576273167
TestA_00088,0.07688011911356954
TestA_00089,0.3548826927772525
TestA_00090,0.31967397398657943
TestA_00091,0.2361060489514965
TestA_00092,0.22282152145009793
TestA_00093,0.5715340817540812
TestA_00094,0.2235693784528952
TestA_00095,0.21019786100632795
TestA_00096,0.041949280698043
TestA_00097,0.12653574729042336
TestA_00098,0.1564584861928048
TestA_00099,0.6309725069711226
TestA_00100,0.2031026870945366
TestA_00101,0.4956926854599864
TestA_00102,0.20780714865446936
TestA_00103,0.33574689558779325
TestA_00104,0.36893757274196715
TestA_00105,0.5089133953890752
TestA_00106,0.38805550690306334
TestA_00107,0.439594194134616
TestA_00108,0.1572360841901563
TestA_00109,0.26581595776540146
TestA_00110,0.31648908341106624
TestA_00111,0.3041915131119073
TestA_00112,0.2599042787403846
TestA_00113,0.13088267067546366
TestA_00114,0.05340856009611232
TestA_00115,0.31534686572963355
TestA_00116,0.34036221480195955
TestA_00117,0.27052203466625624
TestA_00118,0.2796723471328086
TestA_00119,0.2505585201595773
TestA_00120,0.3105397004716691
TestA_00121,0.1893635210771198
TestA_00122,0.41702125703687704
TestA_00123,0.4098524026731868
TestA_00124,0.17877044433641237
TestA_00125,0.2869788069447371
TestA_00126,0.28549298180771104
TestA_00127,0.33155107636071973
TestA_00128,0.09492624105351125
TestA_00129,0.4228930720915099
TestA_00130,0.5195950836517862
TestA_00131,0.1940872914700537
TestA_00132,0.3697511137026981
TestA_00133,0.16284986207370944
TestA_00134,0.210083520076523
TestA_00135,0.3709684976609613
TestA_00136,0.12164312209093667
TestA_00137,0.17283404134489355
TestA_00138,0.36251065310244074
TestA_00139,0.2251808154931147
TestA_00140,0.379861968737777
TestA_00141,0.2298297141303707
TestA_00142,0.22036229970257057
TestA_00143,0.5098592810386285
TestA_00144,0.3239818268292543
TestA_00145,0.21614119475418891
TestA_00146,0.27371739446412896
TestA_00147,0.2612470256057536
TestA_00148,0.17884311288266544
TestA_00149,0.3548460740754709
TestA_00150,0.35937838571112624
